Strategy,id,cmpid,nrOfMisses,nrOfInputs,depth,status,totalTime,nrOfOffsets,cyclomatic,oviedo,chain_size,cases,depth2,trace_length,flipped,reachableness,combined
MagicByteStrategy,98898519_131172_1_32,98898519,0,3,12,FLIPPED_CONDITION,0.022763490676879883,1,54,420,3,0,12,121,1,2,1
MagicByteStrategy,98928384_35527_0_32771,98928384,0,0,309,NOT_FLIPPED,5.412101745605469e-05,0,4,32,4,0,309,393,0,0,1
MagicByteStrategy,98927229_585264_0_32,98927229,0,1,139,FLIPPED_CONDITION,0.14204978942871094,1,4,32,3,0,139,238,1,1,1
MagicByteStrategy,98899872_765407_1_32771,98899872,0,0,222,NOT_FLIPPED,3.886222839355469e-05,0,6,61,4,0,222,223,0,0,1
MagicByteStrategy,98946039_790838_0_32,98946039,14,14,310,NOT_FLIPPED,0.13911747932434082,1,10,85,2,0,310,393,0,2,1
MagicByteStrategy,98929737_74179_1_288,98929737,11,14,391,NOT_FLIPPED,0.38416171073913574,1,22,149,4,0,391,492,0,185,1
MagicByteStrategy,98920398_211100_1_288,98920398,0,14,179,NOT_FLIPPED,0.23723673820495605,1,22,149,6,0,179,180,0,3,1
MagicByteStrategy,98918616_131172_0_32,98918616,0,1,246,FLIPPED_CONDITION,0.04050469398498535,1,54,420,2,0,246,256,1,1,1
MagicByteStrategy,98927229_20147_0_32,98927229,0,1,250,FLIPPED_CONDITION,0.004069089889526367,1,4,32,3,0,250,254,1,1,1
MagicByteStrategy,98918781_131172_0_32,98918781,0,1,134,FLIPPED_CONDITION,0.04107260704040527,1,54,420,3,0,134,238,1,1,1
MagicByteStrategy,3422574507_882976_0_36,3422574507,2,14,143,NOT_FLIPPED,0.19601035118103027,2,5,55,4,0,143,238,0,6,1
MagicByteStrategy,98928384_20309_1_32,98928384,0,0,487,NOT_FLIPPED,6.413459777832031e-05,0,4,32,4,0,487,492,0,0,1
MagicByteStrategy,98917824_131172_1_288,98917824,0,3,137,FLIPPED_CONDITION,0.05685877799987793,2,54,420,2,0,137,225,1,2,1
MagicByteStrategy,296694469_131172_1_32,296694469,0,0,121,NOT_FLIPPED,2.5033950805664062e-05,0,54,420,3,0,121,123,0,0,1
MagicByteStrategy,296792578_151922_0_40,296792578,0,1,222,FLIPPED_CONDITION,0.00497746467590332,2,-,-,-,-,222,232,1,6,1
MagicByteStrategy,98912907_950909_0_288,98912907,12,14,8,NOT_FLIPPED,0.18093562126159668,1,6,61,1,0,8,38,0,2,1
MagicByteStrategy,98909640_801711_0_32,98909640,0,0,144,NOT_FLIPPED,6.389617919921875e-05,0,4,32,4,0,144,225,0,0,1
MagicByteStrategy,98946039_145288_1_32,98946039,0,3,224,FLIPPED_CONDITION,0.009964704513549805,1,10,85,2,0,224,230,1,2,1
MagicByteStrategy,98913897_123985_0_288,98913897,14,14,253,NOT_FLIPPED,0.4359889030456543,1,22,149,7,0,253,371,0,66,1
MagicByteStrategy,98928384_168856_0_32,98928384,0,0,430,NOT_FLIPPED,3.24249267578125e-05,0,4,32,4,0,430,445,0,0,1
MagicByteStrategy,98927229_305635_1_32,98927229,14,14,362,NOT_FLIPPED,0.37129664421081543,1,4,32,3,0,362,371,0,1,1
MagicByteStrategy,98909640_438460_0_32771,98909640,0,0,255,NOT_FLIPPED,5.841255187988281e-05,0,4,32,4,0,255,260,0,0,1
MagicByteStrategy,98928384_815284_0_32771,98928384,0,0,228,NOT_FLIPPED,3.0517578125e-05,0,4,32,4,0,228,234,0,0,1
MagicByteStrategy,98928384_20309_0_32771,98928384,0,0,233,NOT_FLIPPED,4.553794860839844e-05,0,4,32,4,0,233,283,0,0,1
MagicByteStrategy,296740999_123985_1_288,296740999,14,14,269,NOT_FLIPPED,0.4655265808105469,1,-,-,-,-,269,371,0,4,1
MagicByteStrategy,98928384_944619_1_32,98928384,0,0,224,NOT_FLIPPED,4.0531158447265625e-05,0,4,32,4,0,224,227,0,0,1
MagicByteStrategy,98950857_74179_0_294,98950857,0,3,228,FLIPPED_CONDITION,0.02510809898376465,1,22,149,3,0,228,236,1,1,1
MagicByteStrategy,296792578_169184_1_40,296792578,10,14,183,NOT_FLIPPED,0.157243013381958,2,-,-,-,-,183,191,0,6,1
MagicByteStrategy,98920398_261390_1_288,98920398,0,3,252,FLIPPED_CONDITION,0.06952762603759766,1,22,149,6,0,252,254,1,3,1
MagicByteStrategy,3422578731_326074_0_288,3422578731,4,14,242,NOT_FLIPPED,0.07030630111694336,2,2,12,6,0,242,243,0,8,1
MagicByteStrategy,98921784_790838_1_40,98921784,14,14,200,NOT_FLIPPED,0.3587987422943115,1,10,85,1,0,200,371,0,17,1
MagicByteStrategy,296742187_790838_0_40,296742187,11,14,207,NOT_FLIPPED,0.2026228904724121,1,-,-,-,-,207,214,0,12,1
MagicByteStrategy,98909640_832806_1_32771,98909640,0,0,485,NOT_FLIPPED,0.0001347064971923828,0,4,32,4,0,485,490,0,0,1
MagicByteStrategy,98928384_305635_0_32771,98928384,0,0,280,NOT_FLIPPED,2.765655517578125e-05,0,4,32,4,0,280,371,0,0,1
MagicByteStrategy,98913897_74179_1_288,98913897,1,14,25,NOT_FLIPPED,0.20322370529174805,1,22,149,7,0,25,40,0,2,1
MagicByteStrategy,2191539794_151922_1_38,2191539794,0,1,216,FLIPPED_CONDITION,0.06436443328857422,2,-,-,-,-,216,234,1,4,1
MagicByteStrategy,98912808_11991_0_288,98912808,0,1,37,FLIPPED_CONDITION,0.08460664749145508,1,10,85,12,0,37,40,1,7,1
MagicByteStrategy,98927229_153580_1_32,98927229,14,14,285,NOT_FLIPPED,0.08293652534484863,1,4,32,3,0,285,294,0,1,1
MagicByteStrategy,98928384_961657_0_32,98928384,0,0,32,NOT_FLIPPED,5.2928924560546875e-05,0,4,32,4,0,32,39,0,0,1
MagicByteStrategy,98922675_919657_0_288,98922675,0,1,238,FLIPPED_CONDITION,0.003548145294189453,2,10,85,13,0,238,250,1,34,1
MagicByteStrategy,98924853_123985_1_38,98924853,1,2,193,FLIPPED_CONDITION,0.0095367431640625,1,22,149,2,0,193,200,1,3,1
MagicByteStrategy,98909640_944619_1_32771,98909640,0,0,451,NOT_FLIPPED,4.220008850097656e-05,0,4,32,4,0,451,454,0,0,1
MagicByteStrategy,98928384_585264_0_32,98928384,0,0,140,NOT_FLIPPED,5.793571472167969e-05,0,4,32,4,0,140,238,0,0,1
MagicByteStrategy,296777431_261390_1_40,296777431,1,2,238,FLIPPED_CONDITION,0.061987876892089844,1,-,-,-,-,238,247,1,33,1
MagicByteStrategy,296777431_123985_1_40,296777431,14,14,253,NOT_FLIPPED,0.1549990177154541,1,-,-,-,-,253,496,0,28,1
MagicByteStrategy,98951880_74179_0_38,98951880,0,3,226,FLIPPED_CONDITION,0.028389692306518555,1,22,149,4,0,226,234,1,2,1
MagicByteStrategy,98932905_151922_1_294,98932905,0,1,252,FLIPPED_CONDITION,0.04498171806335449,1,31,339,6,0,252,255,1,26,1
MagicByteStrategy,98922675_11991_0_288,98922675,14,14,38,NOT_FLIPPED,0.29658031463623047,1,10,85,13,0,38,40,0,8,1
MagicByteStrategy,98928384_20147_0_32771,98928384,0,0,252,NOT_FLIPPED,4.887580871582031e-05,0,4,32,4,0,252,260,0,0,1
MagicByteStrategy,98951880_123985_1_38,98951880,14,14,275,NOT_FLIPPED,0.4223804473876953,1,22,149,4,0,275,371,0,2,1
MagicByteStrategy,98947227_151922_1_40,98947227,7,14,205,NOT_FLIPPED,0.23006963729858398,1,31,339,6,0,205,214,0,11,1
MagicByteStrategy,890278240_261390_1_288,890278240,14,14,265,NOT_FLIPPED,0.02101302146911621,3,-,-,-,-,265,266,0,75,1
MagicByteStrategy,98925018_131172_0_40,98925018,0,5,7,FLIPPED_CONDITION,0.27906227111816406,1,54,420,4,0,7,14,1,1,1
MagicByteStrategy,3422574507_431083_0_36,3422574507,14,14,223,NOT_FLIPPED,0.07241058349609375,2,5,55,4,0,223,232,0,8,1
MagicByteStrategy,98918649_261390_0_40,98918649,3,5,259,FLIPPED_CONDITION,0.06366777420043945,1,22,149,9,0,259,299,1,54,1
MagicByteStrategy,296749909_131172_0_294,296749909,0,3,144,FLIPPED_CONDITION,0.020855188369750977,1,-,-,-,-,144,234,1,1,1
MagicByteStrategy,98903733_131172_0_32,98903733,0,1,135,FLIPPED_CONDITION,0.10438942909240723,1,54,420,4,0,135,256,1,1,1
MagicByteStrategy,296762482_131172_0_33,296762482,2,14,18,NOT_FLIPPED,0.20719695091247559,1,-,-,-,-,18,39,0,2,1
MagicByteStrategy,296742187_193050_1_40,296742187,12,14,274,NOT_FLIPPED,0.11393880844116211,1,-,-,-,-,274,299,0,69,1
MagicByteStrategy,98928384_832806_0_32771,98928384,0,0,34,NOT_FLIPPED,4.744529724121094e-05,0,4,32,4,0,34,40,0,0,1
MagicByteStrategy,3422555862_882976_1_36,3422555862,1,14,136,NOT_FLIPPED,0.16276931762695312,1,5,55,1,0,136,238,0,2,1
MagicByteStrategy,98929737_261390_0_288,98929737,8,14,251,NOT_FLIPPED,0.2907886505126953,1,22,149,4,0,251,255,0,25,1
MagicByteStrategy,296694469_131172_0_32771,296694469,0,0,122,NOT_FLIPPED,4.8160552978515625e-05,0,54,420,3,0,122,126,0,0,1
MagicByteStrategy,98927229_1000659_1_32,98927229,0,3,131,FLIPPED_CONDITION,0.021750211715698242,1,4,32,3,0,131,138,1,1,1
MagicByteStrategy,98928384_357687_0_32771,98928384,0,0,133,NOT_FLIPPED,6.508827209472656e-05,0,4,32,4,0,133,256,0,0,1
MagicByteStrategy,890258638_950909_0_288,890258638,14,14,16,NOT_FLIPPED,0.20107626914978027,1,31,339,3,0,16,38,0,6,1
MagicByteStrategy,296740999_211100_1_288,296740999,6,14,174,NOT_FLIPPED,0.4037594795227051,1,-,-,-,-,174,180,0,4,1
MagicByteStrategy,98899047_131172_0_32771,98899047,0,0,15,NOT_FLIPPED,4.291534423828125e-05,0,54,420,4,0,15,39,0,0,1
MagicByteStrategy,296738920_131172_1_288,296738920,8,14,17,NOT_FLIPPED,0.1625196933746338,1,-,-,-,-,17,39,0,3,1
MagicByteStrategy,98960031_131172_0_38,98960031,0,3,231,FLIPPED_CONDITION,0.14979863166809082,1,54,420,2,0,231,238,1,2,1
MagicByteStrategy,98923896_261390_1_38,98923896,8,14,226,NOT_FLIPPED,0.29910731315612793,1,22,149,2,0,226,255,0,4,1
MagicByteStrategy,98940660_131172_0_32,98940660,0,1,136,FLIPPED_CONDITION,0.0077381134033203125,1,54,420,2,0,136,239,1,3,1
MagicByteStrategy,890278240_74179_1_288,890278240,1,2,430,FLIPPED_CONDITION,0.011877775192260742,3,-,-,-,-,430,431,1,243,1
MagicByteStrategy,98918649_74179_1_40,98918649,9,14,194,NOT_FLIPPED,0.34881114959716797,1,22,149,9,0,194,492,0,18,1
MagicByteStrategy,98946039_970235_0_32,98946039,0,1,202,FLIPPED_CONDITION,0.02959156036376953,1,10,85,2,0,202,340,1,2,1
MagicByteStrategy,98912379_840868_0_40,98912379,2,5,235,FLIPPED_CONDITION,0.02522134780883789,1,10,85,2,0,235,283,1,3,1
MagicByteStrategy,296726248_131172_0_288,296726248,0,1,32,FLIPPED_CONDITION,0.029365062713623047,1,54,420,2,0,32,38,1,22,1
MagicByteStrategy,98932905_169184_0_294,98932905,0,3,24,FLIPPED_CONDITION,0.015635013580322266,1,31,339,6,0,24,25,1,2,1
MagicByteStrategy,98929737_261390_1_288,98929737,1,2,230,FLIPPED_CONDITION,0.012004852294921875,1,22,149,4,0,230,243,1,25,1
MagicByteStrategy,98950857_211100_1_294,98950857,0,1,23,FLIPPED_CONDITION,0.11613011360168457,1,22,149,3,0,23,39,1,1,1
MagicByteStrategy,3422578731_678183_0_32,3422578731,1,14,139,NOT_FLIPPED,0.030101537704467773,1,2,12,6,0,139,140,0,3,1
MagicByteStrategy,98928384_153098_1_32771,98928384,0,0,488,NOT_FLIPPED,3.9577484130859375e-05,0,4,32,4,0,488,490,0,0,1
MagicByteStrategy,98928384_628478_0_32771,98928384,0,0,142,NOT_FLIPPED,4.9114227294921875e-05,0,4,32,4,0,142,225,0,0,1
MagicByteStrategy,98927229_832806_0_32,98927229,0,1,32,FLIPPED_CONDITION,0.08811092376708984,1,4,32,3,0,32,40,1,1,1
MagicByteStrategy,98928384_51651_1_32771,98928384,0,0,233,NOT_FLIPPED,5.1021575927734375e-05,0,4,32,4,0,233,234,0,0,1
MagicByteStrategy,98913897_123985_1_288,98913897,14,14,218,NOT_FLIPPED,0.3667104244232178,1,22,149,7,0,218,234,0,2,1
MagicByteStrategy,98928384_51651_0_32,98928384,0,0,28,NOT_FLIPPED,4.863739013671875e-05,0,4,32,4,0,28,121,0,0,1
MagicByteStrategy,296752879_950909_0_36,296752879,12,14,57,NOT_FLIPPED,0.020023345947265625,1,6,61,4,0,57,64,0,19,1
MagicByteStrategy,890278240_74179_0_288,890278240,12,14,237,NOT_FLIPPED,0.3598349094390869,3,-,-,-,-,237,492,0,66,1
MagicByteStrategy,3422574507_919058_0_36,3422574507,11,14,191,NOT_FLIPPED,0.20502233505249023,2,5,55,4,0,191,255,0,6,1
MagicByteStrategy,98909640_168574_1_32,98909640,0,0,223,NOT_FLIPPED,2.765655517578125e-05,0,4,32,4,0,223,228,0,0,1
MagicByteStrategy,98927229_423214_1_32,98927229,0,3,337,FLIPPED_CONDITION,0.14409399032592773,1,4,32,3,0,337,340,1,1,1
MagicByteStrategy,98927229_144448_1_32,98927229,0,3,105,FLIPPED_CONDITION,0.02102351188659668,1,4,32,3,0,105,112,1,1,1
MagicByteStrategy,98927229_20309_1_32,98927229,0,3,231,FLIPPED_CONDITION,0.017606496810913086,1,4,32,3,0,231,249,1,1,1
MagicByteStrategy,296863066_131172_1_38,296863066,0,1,172,FLIPPED_CONDITION,0.059223175048828125,1,54,420,2,0,172,256,1,2,1
MagicByteStrategy,98920398_74179_1_288,98920398,0,3,227,FLIPPED_CONDITION,0.019973039627075195,1,22,149,6,0,227,234,1,3,1
MagicByteStrategy,98909640_289905_0_32,98909640,0,0,229,NOT_FLIPPED,5.078315734863281e-05,0,4,32,4,0,229,237,0,0,1
MagicByteStrategy,296777431_123985_0_40,296777431,14,14,258,NOT_FLIPPED,0.34623289108276367,1,-,-,-,-,258,371,0,71,1
MagicByteStrategy,98913930_131172_0_33,98913930,14,14,185,NOT_FLIPPED,0.08607912063598633,1,54,420,5,0,185,219,0,22,1
MagicByteStrategy,98922675_193050_0_288,98922675,14,14,210,NOT_FLIPPED,0.0496220588684082,1,10,85,13,0,210,212,0,8,1
MagicByteStrategy,98945874_131172_0_38,98945874,0,3,132,FLIPPED_CONDITION,0.012706279754638672,1,54,420,2,0,132,138,1,2,1
MagicByteStrategy,890406544_169184_0_288,890406544,2,13,229,FLIPPED_CONDITION,0.023113250732421875,2,31,339,3,0,229,245,1,6,1
MagicByteStrategy,98912808_840868_1_288,98912808,0,3,188,FLIPPED_CONDITION,0.08705472946166992,1,10,85,12,0,188,492,1,12,1
MagicByteStrategy,98927229_153098_0_32,98927229,0,1,199,FLIPPED_CONDITION,0.004537343978881836,1,4,32,3,0,199,340,1,1,1
MagicByteStrategy,296771689_261390_1_40,296771689,0,2,227,FLIPPED_CONDITION,0.1859889030456543,1,22,149,5,0,227,255,1,5,1
MagicByteStrategy,296747038_151922_0_40,296747038,14,14,251,NOT_FLIPPED,0.06196999549865723,1,-,-,-,-,251,257,0,38,1
MagicByteStrategy,98928384_438460_0_32,98928384,0,0,257,NOT_FLIPPED,3.4332275390625e-05,0,4,32,4,0,257,266,0,0,1
MagicByteStrategy,98927229_950786_1_32,98927229,0,3,21,FLIPPED_CONDITION,0.025504350662231445,1,4,32,3,0,21,23,1,1,1
MagicByteStrategy,98914623_74179_1_288,98914623,1,2,221,FLIPPED_CONDITION,0.014601469039916992,1,22,149,7,0,221,231,1,41,1
MagicByteStrategy,98914623_261390_0_288,98914623,9,14,222,NOT_FLIPPED,0.24188518524169922,1,22,149,7,0,222,247,0,17,1
MagicByteStrategy,98922675_970235_0_288,98922675,2,3,135,FLIPPED_CONDITION,0.010325193405151367,2,10,85,13,0,135,146,1,107,1
MagicByteStrategy,296745652_261390_0_40,296745652,0,1,243,FLIPPED_CONDITION,0.0071947574615478516,1,-,-,-,-,243,251,1,53,1
MagicByteStrategy,98909640_51651_1_32771,98909640,0,0,189,NOT_FLIPPED,3.600120544433594e-05,0,4,32,4,0,189,190,0,0,1
MagicByteStrategy,98920398_123985_1_288,98920398,14,14,364,NOT_FLIPPED,0.3018193244934082,1,22,149,6,0,364,371,0,3,1
MagicByteStrategy,296742187_970235_0_40,296742187,13,14,232,NOT_FLIPPED,0.15560078620910645,1,-,-,-,-,232,247,0,203,1
MagicByteStrategy,296771689_211100_1_40,296771689,0,2,27,FLIPPED_CONDITION,0.007819414138793945,1,22,149,5,0,27,247,1,5,1
MagicByteStrategy,98918649_211100_0_40,98918649,10,14,161,NOT_FLIPPED,0.45977258682250977,1,22,149,9,0,161,180,0,132,1
MagicByteStrategy,98927229_815284_1_32,98927229,0,3,214,FLIPPED_CONDITION,0.024976730346679688,1,4,32,3,0,214,219,1,1,1
MagicByteStrategy,98909640_950786_0_32771,98909640,0,0,20,NOT_FLIPPED,4.4345855712890625e-05,0,4,32,4,0,20,121,0,0,1
MagicByteStrategy,3422578731_277544_0_288,3422578731,10,14,254,NOT_FLIPPED,0.3125154972076416,2,2,12,6,0,254,255,0,38,1
MagicByteStrategy,98932905_169184_1_294,98932905,0,1,47,FLIPPED_CONDITION,0.06037473678588867,2,31,339,6,0,47,180,1,19,1
MagicByteStrategy,98899872_765407_0_32,98899872,0,0,146,NOT_FLIPPED,5.555152893066406e-05,0,6,61,4,0,146,234,0,0,1
MagicByteStrategy,98922675_970235_1_288,98922675,8,14,74,NOT_FLIPPED,0.3847689628601074,1,10,85,13,0,74,180,0,45,1
MagicByteStrategy,98950857_123985_1_294,98950857,14,14,217,NOT_FLIPPED,0.34011411666870117,1,22,149,3,0,217,234,0,1,1
MagicByteStrategy,98898618_131172_0_255,98898618,0,1,15,FLIPPED_CONDITION,0.015848875045776367,1,54,420,3,4,15,121,1,1,1
MagicByteStrategy,98928384_528362_0_32,98928384,0,0,170,NOT_FLIPPED,5.626678466796875e-05,0,4,32,4,0,170,256,0,0,1
MagicByteStrategy,98928384_20147_1_32771,98928384,0,0,252,NOT_FLIPPED,7.605552673339844e-05,0,4,32,4,0,252,254,0,0,1
MagicByteStrategy,98927229_357687_0_32,98927229,0,1,131,FLIPPED_CONDITION,0.017415523529052734,1,4,32,3,0,131,256,1,1,1
MagicByteStrategy,98909640_305635_0_32771,98909640,0,0,277,NOT_FLIPPED,4.4345855712890625e-05,0,4,32,4,0,277,371,0,0,1
MagicByteStrategy,98927229_1000659_0_32,98927229,0,1,21,FLIPPED_CONDITION,0.12503695487976074,1,4,32,3,0,21,126,1,1,1
MagicByteStrategy,98909640_20147_1_32,98909640,0,0,248,NOT_FLIPPED,1.7642974853515625e-05,0,4,32,4,0,248,251,0,0,1
MagicByteStrategy,98922675_840868_1_288,98922675,8,14,230,NOT_FLIPPED,0.3413066864013672,1,10,85,13,0,230,492,0,48,1
MagicByteStrategy,98927229_305635_0_32,98927229,14,14,278,NOT_FLIPPED,0.3597853183746338,1,4,32,3,0,278,371,0,1,1
MagicByteStrategy,98921784_970235_1_40,98921784,11,14,50,NOT_FLIPPED,0.3655221462249756,1,10,85,1,0,50,180,0,21,1
MagicByteStrategy,98928384_801711_0_32771,98928384,0,0,148,NOT_FLIPPED,5.435943603515625e-05,0,4,32,4,0,148,225,0,0,1
MagicByteStrategy,296802181_169184_0_40,296802181,0,1,447,FLIPPED_CONDITION,0.0028383731842041016,2,31,339,3,0,447,672,1,8,1
MagicByteStrategy,98902908_131172_0_32771,98902908,0,0,14,NOT_FLIPPED,5.125999450683594e-05,0,54,420,3,0,14,121,0,0,1
MagicByteStrategy,98928384_153098_1_32,98928384,0,0,487,NOT_FLIPPED,3.6716461181640625e-05,0,4,32,4,0,487,490,0,0,1
MagicByteStrategy,2191539794_169184_1_38,2191539794,0,1,23,FLIPPED_CONDITION,0.0674126148223877,2,-,-,-,-,23,40,1,4,1
MagicByteStrategy,98924853_74179_1_38,98924853,1,2,211,FLIPPED_CONDITION,0.023717403411865234,1,22,149,2,0,211,218,1,3,1
MagicByteStrategy,98927229_20147_1_32,98927229,0,3,250,FLIPPED_CONDITION,0.10434961318969727,1,4,32,3,0,250,254,1,1,1
MagicByteStrategy,98946039_193050_1_32,98946039,0,3,247,FLIPPED_CONDITION,0.14550566673278809,1,10,85,2,0,247,255,1,2,1
MagicByteStrategy,98914623_123985_0_288,98914623,14,14,254,NOT_FLIPPED,0.4462401866912842,1,22,149,7,0,254,371,0,67,1
MagicByteStrategy,296792578_169184_0_40,296792578,0,1,183,FLIPPED_CONDITION,0.007341623306274414,2,-,-,-,-,183,193,1,6,1
MagicByteStrategy,98928384_289905_0_32771,98928384,0,0,233,NOT_FLIPPED,5.125999450683594e-05,0,4,32,4,0,233,243,0,0,1
MagicByteStrategy,98909640_438460_1_32771,98909640,0,0,263,NOT_FLIPPED,5.7220458984375e-05,0,4,32,4,0,263,265,0,0,1
MagicByteStrategy,98928384_815284_1_32,98928384,0,0,200,NOT_FLIPPED,2.6226043701171875e-05,0,4,32,4,0,200,206,0,0,1
MagicByteStrategy,98898156_131172_0_32,98898156,0,0,9,NOT_FLIPPED,5.030632019042969e-05,0,54,420,3,0,9,14,0,0,1
MagicByteStrategy,98909640_168856_0_32771,98909640,0,0,242,NOT_FLIPPED,5.1975250244140625e-05,0,4,32,4,0,242,247,0,0,1
MagicByteStrategy,98928384_289905_0_32,98928384,0,0,232,NOT_FLIPPED,2.9087066650390625e-05,0,4,32,4,0,232,243,0,0,1
MagicByteStrategy,98937426_151922_0_40,98937426,0,5,204,FLIPPED_CONDITION,0.16147136688232422,1,31,339,6,0,204,214,1,10,1
MagicByteStrategy,2670775915_151922_0_32,2670775915,0,0,212,NOT_FLIPPED,6.103515625e-05,0,-,-,-,-,212,234,0,0,1
MagicByteStrategy,98909640_950786_0_32,98909640,0,0,19,NOT_FLIPPED,4.482269287109375e-05,0,4,32,4,0,19,121,0,0,1
MagicByteStrategy,98909640_438460_1_32,98909640,0,0,262,NOT_FLIPPED,5.91278076171875e-05,0,4,32,4,0,262,265,0,0,1
MagicByteStrategy,296747038_169184_1_40,296747038,11,14,212,NOT_FLIPPED,0.05346798896789551,1,-,-,-,-,212,218,0,4,1
MagicByteStrategy,296752879_950909_1_36,296752879,4,5,15,FLIPPED_CONDITION,0.16069865226745605,1,6,61,4,0,15,38,1,5,1
MagicByteStrategy,98909640_35617_0_32771,98909640,0,0,176,NOT_FLIPPED,3.337860107421875e-05,0,4,32,4,0,176,180,0,0,1
MagicByteStrategy,296755948_123985_1_40,296755948,14,14,235,NOT_FLIPPED,0.08417868614196777,1,22,149,13,0,235,281,0,32,1
MagicByteStrategy,2670775915_169184_0_32771,2670775915,0,0,20,NOT_FLIPPED,4.863739013671875e-05,0,-,-,-,-,20,39,0,0,1
MagicByteStrategy,98923896_74179_1_38,98923896,8,14,27,NOT_FLIPPED,0.2036268711090088,1,22,149,2,0,27,40,0,4,1
MagicByteStrategy,98928384_305635_0_32,98928384,0,0,279,NOT_FLIPPED,2.765655517578125e-05,0,4,32,4,0,279,371,0,0,1
MagicByteStrategy,98946039_193050_0_32,98946039,0,1,211,FLIPPED_CONDITION,0.5240840911865234,1,10,85,2,0,211,247,1,2,1
MagicByteStrategy,98918649_123985_0_40,98918649,14,14,233,NOT_FLIPPED,0.09806680679321289,1,22,149,9,0,233,281,0,30,1
MagicByteStrategy,98921784_11991_1_40,98921784,11,14,179,NOT_FLIPPED,0.1942129135131836,1,10,85,1,0,179,191,0,8,1
MagicByteStrategy,98912379_790838_0_40,98912379,14,14,311,NOT_FLIPPED,0.10263919830322266,1,10,85,2,0,311,393,0,3,1
MagicByteStrategy,98909640_815284_0_32771,98909640,0,0,225,NOT_FLIPPED,2.6702880859375e-05,0,4,32,4,0,225,234,0,0,1
MagicByteStrategy,3422578731_678183_0_288,3422578731,1,14,232,NOT_FLIPPED,0.16617774963378906,14,2,12,6,0,232,238,0,146,1
MagicByteStrategy,98923665_261390_1_40,98923665,9,14,227,NOT_FLIPPED,0.32836318016052246,1,22,149,2,0,227,247,0,22,1
MagicByteStrategy,98937426_169184_0_40,98937426,0,5,181,FLIPPED_CONDITION,0.09958338737487793,1,31,339,6,0,181,191,1,10,1
MagicByteStrategy,296777431_211100_0_40,296777431,0,1,57,FLIPPED_CONDITION,0.01383662223815918,1,-,-,-,-,57,180,1,28,1
MagicByteStrategy,98898519_131172_0_32,98898519,0,1,12,FLIPPED_CONDITION,0.03353261947631836,1,54,420,3,0,12,14,1,2,1
MagicByteStrategy,98909640_153098_0_32771,98909640,0,0,234,NOT_FLIPPED,6.175041198730469e-05,0,4,32,4,0,234,247,0,0,1
MagicByteStrategy,98912379_919657_0_40,98912379,2,5,433,FLIPPED_CONDITION,0.02510666847229004,1,10,85,2,0,433,445,1,3,1
MagicByteStrategy,98909640_423214_0_32771,98909640,0,0,336,NOT_FLIPPED,7.605552673339844e-05,0,4,32,4,0,336,340,0,0,1
MagicByteStrategy,98909640_289905_0_32771,98909640,0,0,230,NOT_FLIPPED,3.886222839355469e-05,0,4,32,4,0,230,237,0,0,1
MagicByteStrategy,98928384_20147_0_32,98928384,0,0,251,NOT_FLIPPED,4.0531158447265625e-05,0,4,32,4,0,251,260,0,0,1
MagicByteStrategy,296745652_74179_0_40,296745652,12,14,354,NOT_FLIPPED,0.3622920513153076,1,-,-,-,-,354,492,0,154,1
MagicByteStrategy,98928384_153580_0_32,98928384,0,0,273,NOT_FLIPPED,5.435943603515625e-05,0,4,32,4,0,273,371,0,0,1
MagicByteStrategy,296777431_74179_1_40,296777431,12,14,224,NOT_FLIPPED,0.3169271945953369,1,-,-,-,-,224,492,0,44,1
MagicByteStrategy,98921784_193050_0_40,98921784,1,2,211,FLIPPED_CONDITION,0.015231847763061523,1,10,85,1,0,211,212,1,9,1
MagicByteStrategy,296742187_970235_1_40,296742187,11,14,48,NOT_FLIPPED,0.40710020065307617,1,-,-,-,-,48,180,0,19,1
MagicByteStrategy,98927229_944619_1_32,98927229,0,3,246,FLIPPED_CONDITION,0.10221433639526367,1,4,32,3,0,246,255,1,1,1
MagicByteStrategy,98928384_1000659_1_32771,98928384,0,0,186,NOT_FLIPPED,5.555152893066406e-05,0,4,32,4,0,186,189,0,0,1
MagicByteStrategy,296745652_211100_0_40,296745652,13,14,211,NOT_FLIPPED,0.1368861198425293,1,-,-,-,-,211,247,0,182,1
MagicByteStrategy,98951880_261390_0_38,98951880,0,3,251,FLIPPED_CONDITION,0.07306194305419922,1,22,149,4,0,251,254,1,2,1
MagicByteStrategy,98913897_261390_1_288,98913897,2,14,224,NOT_FLIPPED,0.2703719139099121,1,22,149,7,0,224,255,0,2,1
MagicByteStrategy,98921784_919657_1_40,98921784,11,14,219,NOT_FLIPPED,0.24115729331970215,1,10,85,1,0,219,247,0,14,1
MagicByteStrategy,98913897_74179_0_288,98913897,9,14,191,NOT_FLIPPED,0.2506444454193115,1,22,149,7,0,191,492,0,15,1
MagicByteStrategy,98928384_528362_1_32771,98928384,0,0,210,NOT_FLIPPED,7.557868957519531e-05,0,4,32,4,0,210,213,0,0,1
MagicByteStrategy,98899872_765407_0_32771,98899872,0,0,147,NOT_FLIPPED,5.507469177246094e-05,0,6,61,4,0,147,234,0,0,1
MagicByteStrategy,296738722_765407_0_36,296738722,5,6,167,FLIPPED_CONDITION,0.05874133110046387,1,6,61,4,0,167,219,1,4,1
