Strategy;id;cmpid;nrOfMisses;nrOfInputs;depth;status;totalTime;nrOfOffsets;cyclomatic;oviedo;chain_size;cases
GradientDescentStrategy;1903843143_726465_0_32771;1903843143;0;0;129;NOT_FLIPPED;1.3589859008789062e-05;0;14;206;17;0
GradientDescentStrategy;3229195660_123636_1_40;3229195660;198;1000;151;MAXIMUM_NUMBER_OF_INPUTS_REACHED;0.07306694984436035;2;4;39;5;0
GradientDescentStrategy;4249747288_582185_1_40;4249747288;0;5;143;FLIPPED_CONDITION;0.0006227493286132812;2;246;2690;27;0
ConcolicStrategy;1903864725_123636_0_32;1903864725;0;1;0;FLIPPED_CONDITION;0.3219876289367676;1;7;45;3;0
ConcolicStrategy;1903821528_520974_0_32771;1903821528;19;24;0;NOT_FLIPPED;0.12183594703674316;0;37;512;26;0
ConcolicStrategy;4249747288_582185_0_40;4249747288;0;1;0;FLIPPED_CONDITION;0.06711363792419434;2;246;2690;27;0
ConcolicStrategy;1416604209_582185_1_38;1416604209;0;1;0;FLIPPED_CONDITION;0.04458189010620117;1;-;-;-;-
ConcolicStrategy;3229184935_539393_1_32;3229184935;25;28;0;NOT_FLIPPED;0.27234363555908203;0;3;36;9;0
ConcolicStrategy;1903851228_539393_0_32;1903851228;10;15;0;NOT_FLIPPED;0.12723040580749512;0;12;153;19;0
ConcolicStrategy;1903857795_726465_0_34;1903857795;0;1;0;FLIPPED_CONDITION;0.02395319938659668;2;6;78;14;0
ConcolicStrategy;3229184935_98302_1_32771;3229184935;19;21;0;NOT_FLIPPED;0.2048475742340088;0;3;36;9;0
ConcolicStrategy;3229184935_365515_0_32771;3229184935;0;1;0;NOT_FLIPPED;0.02435612678527832;0;3;36;9;0
ConcolicStrategy;1903834101_520974_0_288;1903834101;0;1;0;FLIPPED_CONDITION;0.020512819290161133;2;37;512;21;0
ConcolicStrategy;1903831527_582185_0_32;1903831527;32;35;0;NOT_FLIPPED;0.2769145965576172;0;246;2690;32;0
ConcolicStrategy;1903825323_1037775_1_32771;1903825323;34;49;0;NOT_FLIPPED;1.5584297180175781;0;37;512;39;0
ConcolicStrategy;3229184935_96188_1_32;3229184935;20;21;0;NOT_FLIPPED;0.16985630989074707;0;3;36;9;0
ConcolicStrategy;1903829184_582185_0_32771;1903829184;20;22;0;NOT_FLIPPED;0.17246770858764648;0;246;2690;18;0
ConcolicStrategy;1903829217_582185_0_32771;1903829217;20;22;0;NOT_FLIPPED;0.1721503734588623;0;246;2690;18;0
ConcolicStrategy;1416601239_726465_0_36;1416601239;1;2;0;FLIPPED_CONDITION;0.02099132537841797;2;14;206;20;0
ConcolicStrategy;1903821495_520974_0_32;1903821495;19;24;0;NOT_FLIPPED;0.12048530578613281;0;37;512;20;0
ConcolicStrategy;1903877529_96084_0_32;1903877529;0;1;0;FLIPPED_CONDITION;0.020572662353515625;2;37;512;3;0
ConcolicStrategy;1903821528_96084_1_32771;1903821528;19;23;0;NOT_FLIPPED;0.12246131896972656;0;37;512;26;0
ConcolicStrategy;3229184935_933058_1_32;3229184935;19;21;0;NOT_FLIPPED;0.17065930366516113;0;3;36;9;0
ConcolicStrategy;3229190182_966829_1_38;3229190182;5;14;0;NOT_FLIPPED;8.029277324676514;2;4;39;1;0
ConcolicStrategy;1903821528_96084_0_32771;1903821528;19;24;0;NOT_FLIPPED;0.1846306324005127;0;37;512;26;0
ConcolicStrategy;3229184935_14671_1_32;3229184935;20;21;0;NOT_FLIPPED;0.1768944263458252;0;3;36;9;0
ConcolicStrategy;3229184935_98302_1_32;3229184935;19;21;0;NOT_FLIPPED;0.17290377616882324;0;3;36;9;0
ConcolicStrategy;3068822762_582185_1_32;3068822762;19;20;0;NOT_FLIPPED;0.12171602249145508;0;-;-;-;-
ConcolicStrategy;3229195660_582185_0_32771;3229195660;5;7;0;FLIPPED_CONDITION;0.16824579238891602;0;4;39;5;0
ConcolicStrategy;1903821429_441853_1_32;1903821429;19;21;0;NOT_FLIPPED;0.12082791328430176;0;37;512;11;0
ConcolicStrategy;1416564213_582185_1_38;1416564213;2;3;0;FLIPPED_CONDITION;0.03890347480773926;2;246;2690;38;0
ConcolicStrategy;1903829184_582185_1_32;1903829184;20;21;0;NOT_FLIPPED;0.126359224319458;0;246;2690;18;0
ConcolicStrategy;1903821495_1037775_0_32;1903821495;19;24;0;NOT_FLIPPED;0.17189311981201172;0;37;512;20;0
ConcolicStrategy;1903863339_966829_1_32;1903863339;0;1;0;FLIPPED_CONDITION;0.37540221214294434;1;20;111;3;0
ConcolicStrategy;1903850337_96084_0_40;1903850337;0;1;0;FLIPPED_CONDITION;0.020963430404663086;1;37;512;3;0
ConcolicStrategy;1903821429_520974_0_32;1903821429;19;21;0;NOT_FLIPPED;0.1761000156402588;0;37;512;11;0
ConcolicStrategy;1903821462_930920_0_32771;1903821462;19;21;0;NOT_FLIPPED;0.17126059532165527;0;37;512;14;0
ConcolicStrategy;1903831461_582185_1_32771;1903831461;28;36;0;NOT_FLIPPED;0.22416234016418457;0;246;2690;32;0
ConcolicStrategy;3072984623_245655_1_32;3072984623;18;20;0;NOT_FLIPPED;8.016628742218018;0;-;-;-;-
ConcolicStrategy;3068822762_582185_0_32771;3068822762;19;21;0;NOT_FLIPPED;0.18097925186157227;0;-;-;-;-
ConcolicStrategy;1903821495_930920_0_32771;1903821495;19;24;0;NOT_FLIPPED;0.33531665802001953;0;37;512;20;0
ConcolicStrategy;1903845618_245655_1_32;1903845618;22;28;0;NOT_FLIPPED;1.548671007156372;0;6;78;5;0
ConcolicStrategy;1903848324_582185_0_32771;1903848324;0;1;0;NOT_FLIPPED;0.019086837768554688;0;246;2690;8;0
ConcolicStrategy;1903821462_520974_0_32;1903821462;19;21;0;NOT_FLIPPED;0.1266477108001709;0;37;512;14;0
ConcolicStrategy;3068429831_582185_0_32771;3068429831;19;22;0;NOT_FLIPPED;0.12383794784545898;0;-;-;-;-
ConcolicStrategy;1834300834_96084_0_32771;1834300834;19;24;0;NOT_FLIPPED;0.17063117027282715;0;-;-;-;-
ConcolicStrategy;1903821462_441853_0_32;1903821462;19;21;0;NOT_FLIPPED;0.17966294288635254;0;37;512;14;0
ConcolicStrategy;1903848126_520974_0_32;1903848126;0;0;0;NOT_FLIPPED;0.03651165962219238;1;37;512;3;0
ConcolicStrategy;3229184935_652907_1_32;3229184935;19;21;0;NOT_FLIPPED;0.12171149253845215;0;3;36;9;0
ConcolicStrategy;1903858752_539393_0_288;1903858752;0;1;0;FLIPPED_CONDITION;0.02030324935913086;1;12;153;20;0
ConcolicStrategy;1903851492_539393_0_32771;1903851492;9;18;0;NOT_FLIPPED;0.12289857864379883;0;12;153;19;0
ConcolicStrategy;1903864692_123636_0_32;1903864692;0;1;0;FLIPPED_CONDITION;0.5284392833709717;1;7;45;2;0
ConcolicStrategy;1903840602_726465_1_32771;1903840602;21;23;0;NOT_FLIPPED;1.130871295928955;0;14;206;5;0
ConcolicStrategy;4158871574_582185_1_32;4158871574;22;28;0;NOT_FLIPPED;0.22645998001098633;0;246;2690;6;0
ConcolicStrategy;1903848126_520974_1_32;1903848126;0;1;0;FLIPPED_CONDITION;0.018726348876953125;2;37;512;3;0
ConcolicStrategy;1903833243_582185_0_32;1903833243;20;22;0;NOT_FLIPPED;0.17150115966796875;0;246;2690;31;0
ConcolicStrategy;1903850337_930920_0_40;1903850337;0;1;0;FLIPPED_CONDITION;0.019991159439086914;1;37;512;3;0
ConcolicStrategy;1903840602_726465_0_32771;1903840602;21;38;0;NOT_FLIPPED;8.02244758605957;0;14;206;5;0
ConcolicStrategy;4204137842_726465_0_32771;4204137842;20;31;0;NOT_FLIPPED;8.007712364196777;0;18;138;5;0
ConcolicStrategy;1289560608_582185_1_32771;1289560608;20;21;0;NOT_FLIPPED;0.12332749366760254;0;-;-;-;-
ConcolicStrategy;1903821462_441853_0_32771;1903821462;19;21;0;NOT_FLIPPED;0.12403225898742676;0;37;512;14;0
ConcolicStrategy;1903843143_726465_1_32;1903843143;23;38;0;NOT_FLIPPED;8.008911848068237;0;14;206;17;0
ConcolicStrategy;3477502214_726465_0_32771;3477502214;21;31;0;NOT_FLIPPED;8.007067918777466;0;18;138;5;0
ConcolicStrategy;1834300834_520974_0_32771;1834300834;19;24;0;NOT_FLIPPED;0.17444467544555664;0;-;-;-;-
ConcolicStrategy;1903849908_582185_1_38;1903849908;3;6;0;FLIPPED_CONDITION;0.4687330722808838;2;246;2690;25;0
ConcolicStrategy;1834228663_96084_1_32;1834228663;19;21;0;NOT_FLIPPED;0.12107491493225098;0;-;-;-;-
ConcolicStrategy;1903830801_582185_1_32771;1903830801;20;21;0;NOT_FLIPPED;0.1291053295135498;0;246;2690;25;0
ConcolicStrategy;1903851921_582185_2_255;1903851921;9;9;0;NOT_FLIPPED;0.06946039199829102;1;246;2690;3;49
ConcolicStrategy;1903843143_726465_1_32771;1903843143;23;38;0;NOT_FLIPPED;8.008704423904419;0;14;206;17;0
ConcolicStrategy;618698825_582185_0_32;618698825;28;37;0;NOT_FLIPPED;0.27308082580566406;0;-;-;-;-
ConcolicStrategy;1903839645_582185_0_288;1903839645;1;2;0;FLIPPED_CONDITION;0.019965648651123047;2;246;2690;19;0
ConcolicStrategy;1903877529_96084_1_32;1903877529;0;1;0;FLIPPED_CONDITION;0.02069377899169922;2;37;512;3;0
